UniqueID,TimePeriod,TM_TAX_WMFN             AGR            ,TM_TAX_WMFN             ALP            ,TM_TAX_WMFN             ARM            ,TM_TAX_WMFN             CLO            ,TM_TAX_WMFN             IND            ,TM_TAX_WMFN             OIL            ,TM_TAX_WMFN             TEX            ,TM_TAX_WMPS             AGR            ,TM_TAX_WMPS             ALP            ,TM_TAX_WMPS             ARM            ,TM_TAX_WMPS             CLO            ,TM_TAX_WMPS             IND            ,TM_TAX_WMPS             OIL            ,TM_TAX_WMPS             TEX            
TimePeriod,1.0,0.9485535749155473,0.5087990031626832,-0.012692485294773024,0.6394933253758632,-0.12546225007790976,,0.15864087754876213,0.8769596789046575,0.924436627730958,0.031013581360374274,0.631411487788366,0.9234730613386368,,0.6964660966438004
TM_TAX_WMFN             AGR            ,0.9485535749155473,1.0,0.6755212421285596,0.21391820350553756,0.47798696215914754,0.018794778375373335,,-0.061332444570678726,0.7943317847932118,0.8891910966630787,0.1456843463923179,0.4666085292939009,0.938042395051086,,0.5346420123359729
TM_TAX_WMFN             ALP            ,0.5087990031626832,0.6755212421285596,1.0,0.7864832457723314,-0.2932186746767394,0.7303122977355274,,-0.501576303926971,0.0986112238838079,0.2633426824280757,-0.004579437548615447,-0.3004647792119713,0.4065796646394972,,-0.1483109803901089
TM_TAX_WMFN             ARM            ,-0.012692485294773024,0.21391820350553756,0.7864832457723314,1.0,-0.7452042359993254,0.7499735104730845,,-0.9014894068139319,-0.4036355927784359,-0.20518431616600502,0.34335713396937245,-0.7563675092089628,0.0028590272736202064,,-0.7027301117727426
TM_TAX_WMFN             CLO            ,0.6394933253758632,0.47798696215914754,-0.2932186746767394,-0.7452042359993254,1.0,-0.742239260053247,,0.7030778399554969,0.9104860795118218,0.8055054090245808,-0.07887222579552942,0.9997170592052899,0.6627095539637887,,0.9646619658614081
TM_TAX_WMFN             IND            ,-0.12546225007790976,0.018794778375373335,0.7303122977355274,0.7499735104730845,-0.742239260053247,1.0,,-0.43014957603079823,-0.5340253945125376,-0.4300481827543217,-0.3574761449965895,-0.7370903854753693,-0.31847991610608495,,-0.5510164695612734
TM_TAX_WMFN             OIL            ,,,,,,,,,,,,,,,
TM_TAX_WMFN             TEX            ,0.15864087754876213,-0.061332444570678726,-0.501576303926971,-0.9014894068139319,0.7030778399554969,-0.43014957603079823,,1.0,0.42113701510163554,0.22582706407285927,-0.6847009585730992,0.7196694041878212,0.010953039798197924,,0.777416306959843
TM_TAX_WMPS             AGR            ,0.8769596789046575,0.7943317847932118,0.0986112238838079,-0.4036355927784359,0.9104860795118218,-0.5340253945125376,,0.42113701510163554,1.0,0.9772191879123899,0.07400588421248148,0.9037515379996349,0.907838521067212,,0.8970508177204022
TM_TAX_WMPS             ALP            ,0.924436627730958,0.8891910966630787,0.2633426824280757,-0.20518431616600502,0.8055054090245808,-0.4300481827543217,,0.22582706407285927,0.9772191879123899,1.0,0.19990258015665105,0.7949769292435606,0.9760447035646302,,0.7882966151417783
TM_TAX_WMPS             ARM            ,0.031013581360374274,0.1456843463923179,-0.004579437548615447,0.34335713396937245,-0.07887222579552942,-0.3574761449965895,,-0.6847009585730992,0.07400588421248148,0.19990258015665105,1.0,-0.10106551942402604,0.33522746459366104,,-0.3021353129970112
TM_TAX_WMPS             CLO            ,0.631411487788366,0.4666085292939009,-0.3004647792119713,-0.7563675092089628,0.9997170592052899,-0.7370903854753693,,0.7196694041878212,0.9037515379996349,0.7949769292435606,-0.10106551942402604,1.0,0.6485357626935842,,0.9683261407615104
TM_TAX_WMPS             IND            ,0.9234730613386368,0.938042395051086,0.4065796646394972,0.0028590272736202064,0.6627095539637887,-0.31847991610608495,,0.010953039798197924,0.907838521067212,0.9760447035646302,0.33522746459366104,0.6485357626935842,1.0,,0.6370471922006615
TM_TAX_WMPS             OIL            ,,,,,,,,,,,,,,,
TM_TAX_WMPS             TEX            ,0.6964660966438004,0.5346420123359729,-0.1483109803901089,-0.7027301117727426,0.9646619658614081,-0.5510164695612734,,0.777416306959843,0.8970508177204022,0.7882966151417783,-0.3021353129970112,0.9683261407615104,0.6370471922006615,,1.0
