UniqueID,TimePeriod,TM_TAX_DMFN             AGR            ,TM_TAX_DMFN             ALP            ,TM_TAX_DMFN             ARM            ,TM_TAX_DMFN             CLO            ,TM_TAX_DMFN             IND            ,TM_TAX_DMFN             OIL            ,TM_TAX_DMFN             TEX            ,TM_TAX_DPRF             AGR            ,TM_TAX_DPRF             ALP            ,TM_TAX_DPRF             ARM            ,TM_TAX_DPRF             CLO            ,TM_TAX_DPRF             IND            ,TM_TAX_DPRF             OIL            ,TM_TAX_DPRF             TEX            
TimePeriod,1.0,0.5692064910001304,0.16057586307191582,0.42796049250962154,-0.6102035145839223,-0.34325178847573645,,0.027550912185691008,0.5608644550893905,0.08839804602752288,-0.7559289460184546,-0.9232744925172358,-0.46956269676122303,,-0.8815035116821436
TM_TAX_DMFN             AGR            ,0.5692064910001304,1.0,0.86609829157757,-0.15489939830281793,-0.046425013644866814,0.12505320813128082,,0.30194595776640926,0.9999185401069698,0.8555919071774207,-0.20882652610837774,-0.37599700606834296,-0.3430042084547202,,-0.3025356088916575
TM_TAX_DMFN             ALP            ,0.16057586307191582,0.86609829157757,1.0,-0.5372613569657961,0.4424970524391268,0.4844597758836366,,0.5749161207094792,0.8690625432900578,0.9532044064081497,0.15224100504858543,0.04742891211570933,-0.3124693391562234,,0.11124307675474376
TM_TAX_DMFN             ARM            ,0.42796049250962154,-0.15489939830281793,-0.5372613569657961,1.0,-0.7164104914010814,-0.8184215176091927,,-0.44037132374152915,-0.16206582658481225,-0.4830195170857376,-0.6793662204857731,-0.5127659068740665,-0.0932622125779559,,-0.5995892896355169
TM_TAX_DMFN             CLO            ,-0.6102035145839223,-0.046425013644866814,0.4424970524391268,-0.7164104914010814,1.0,0.7425037541463179,,0.7288037524495415,-0.04209078181984501,0.304931620070206,0.5166575535901906,0.6333809427674496,-0.19238220700859945,,0.605126597207695
TM_TAX_DMFN             IND            ,-0.34325178847573645,0.12505320813128082,0.4844597758836366,-0.8184215176091927,0.7425037541463179,1.0,,0.7182794370108301,0.13026410156590743,0.3463078756823144,0.6497077005609974,0.2952792054080726,-0.0718235541577925,,0.3395022711809181
TM_TAX_DMFN             OIL            ,,,,,,,,,,,,,,,
TM_TAX_DMFN             TEX            ,0.027550912185691008,0.30194595776640926,0.5749161207094792,-0.44037132374152915,0.7288037524495415,0.7182794370108301,,1.0,0.2997114375965166,0.3321901045834629,0.08301542125969337,-0.004290714789712419,-0.6338708615126689,,-0.02716334560669053
TM_TAX_DPRF             AGR            ,0.5608644550893905,0.9999185401069698,0.8690625432900578,-0.16206582658481225,-0.04209078181984501,0.13026410156590743,,0.2997114375965166,1.0,0.8603756817881665,-0.19825173750241096,-0.36762737215575736,-0.3335325734687885,,-0.2933941944842033
TM_TAX_DPRF             ALP            ,0.08839804602752288,0.8555919071774207,0.9532044064081497,-0.4830195170857376,0.304931620070206,0.3463078756823144,,0.3321901045834629,0.8603756817881665,1.0,0.24413779116141332,0.15260933476607025,-0.08774382059091992,,0.22951914755192143
TM_TAX_DPRF             ARM            ,-0.7559289460184546,-0.20882652610837774,0.15224100504858543,-0.6793662204857731,0.5166575535901906,0.6497077005609974,,0.08301542125969337,-0.19825173750241096,0.24413779116141332,1.0,0.765046859981636,0.6362477434599559,,0.8166879477859929
TM_TAX_DPRF             CLO            ,-0.9232744925172358,-0.37599700606834296,0.04742891211570933,-0.5127659068740665,0.6333809427674496,0.2952792054080726,,-0.004290714789712419,-0.36762737215575736,0.15260933476607025,0.765046859981636,1.0,0.4736002938447067,,0.9864118064768773
TM_TAX_DPRF             IND            ,-0.46956269676122303,-0.3430042084547202,-0.3124693391562234,-0.0932622125779559,-0.19238220700859945,-0.0718235541577925,,-0.6338708615126689,-0.3335325734687885,-0.08774382059091992,0.6362477434599559,0.4736002938447067,1.0,,0.5307149055563042
TM_TAX_DPRF             OIL            ,,,,,,,,,,,,,,,
TM_TAX_DPRF             TEX            ,-0.8815035116821436,-0.3025356088916575,0.11124307675474376,-0.5995892896355169,0.605126597207695,0.3395022711809181,,-0.02716334560669053,-0.2933941944842033,0.22951914755192143,0.8166879477859929,0.9864118064768773,0.5307149055563042,,1.0
