,UniqueID,Goal,Target,Indicator,SeriesCode
444,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM
445,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM
446,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM
447,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM
448,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM
449,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM
450,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM
451,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM
452,SH_STA_ANEM_PREG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_PREG
453,SH_STA_ANEM_PREG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_PREG
454,SH_STA_ANEM_PREG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_PREG
455,SH_STA_ANEM_PREG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_PREG
456,SH_STA_ANEM_PREG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_PREG
457,SH_STA_ANEM_PREG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_PREG
458,SH_STA_ANEM_PREG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_PREG
459,SH_STA_ANEM_PREG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_PREG
460,SH_STA_ANEM_NPRG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_NPRG
461,SH_STA_ANEM_NPRG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_NPRG
462,SH_STA_ANEM_NPRG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_NPRG
463,SH_STA_ANEM_NPRG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_NPRG
464,SH_STA_ANEM_NPRG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_NPRG
465,SH_STA_ANEM_NPRG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_NPRG
466,SH_STA_ANEM_NPRG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_NPRG
467,SH_STA_ANEM_NPRG FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM_NPRG
