UniqueID,TimePeriod,EN_LKRV_PWAC                         ,EN_LKRV_PWAN                         ,EN_LKRV_PWAP                         ,EN_LKRV_SWAC                         ,EN_LKRV_SWAN                         ,EN_LKRV_SWAP                         ,EN_LKW_QLTRB  EXTREME                       ,EN_LKW_QLTRB  HIGH                       ,EN_LKW_QLTRB  LOW                       ,EN_LKW_QLTRB  MEDIUM                       ,EN_LKW_QLTRST  EXTREME                       ,EN_LKW_QLTRST  HIGH                       ,EN_LKW_QLTRST  LOW                       ,EN_LKW_QLTRST  MEDIUM                       ,EN_RSRV_MNWAN                         ,EN_RSRV_MNWAP                         ,EN_RSRV_MXWAN                         ,EN_RSRV_MXWAP                         ,EN_WBE_INWTL                         ,EN_WBE_MANGBN                         ,EN_WBE_MANGC                         ,EN_WBE_MANGGN                         ,EN_WBE_MANGGP                         ,EN_WBE_MANGLN                         ,EN_WBE_MANGLP                         ,EN_WBE_MANGN                         ,EN_WBE_WTLN                         ,EN_WBE_WTLP                         
TimePeriod,1.0,0.43566743897543747,0.43567191905020936,0.3797772626563925,0.781766481218993,0.7817664833096214,0.7825774871346698,-0.997282039668054,0.29233791975487,0.8410202078235536,-0.8461817091024038,0.3626344546893429,-0.7288305901872614,0.3631967954848632,-0.4056617805274767,-0.7355489126048234,-0.6928203230275509,0.9264905702410466,,,,-1.0000000000000002,0.9999999999999778,0.9999999999999778,1.0,1.0000000000000004,-1.0000000000000067,,
EN_LKRV_PWAC                         ,0.43566743897543747,1.0,0.9999999999495043,0.9957005255020387,-0.007115343946493209,-0.007115365935700683,-0.0012322499556730974,-0.9125922134839166,0.6005124015982137,0.6065349897737169,-0.6141493902501297,0.023619902933154982,-0.9184261967847711,0.6587588103406461,-0.6926624112856651,-0.13486488843263142,0.00449585735714332,0.28726462390044605,,,,-0.9999999999999997,0.9999999999999772,0.9999999999999772,0.9999999999999993,1.0,-1.000000000000006,,
EN_LKRV_PWAN                         ,0.43567191905020936,0.9999999999495043,1.0,0.9957003827754406,-0.007111193311646127,-0.007111215301476491,-0.0012281008212473622,-0.9125917730695985,0.6005132629006186,0.6065341333809505,-0.6141485401769792,0.023618826087435797,-0.9184266228950665,0.6587596207357402,-0.6926631881898366,-0.13486958282799844,0.0044942999761027405,0.28727014614395213,,,,-1.000000000000415,1.0000000000003928,1.0000000000003928,1.0000000000004148,1.0000000000004152,-1.0000000000004217,,
EN_LKRV_PWAP                         ,0.3797772626563925,0.9957005255020387,0.9957003827754406,1.0,-0.043502849027905396,-0.043502880510583986,-0.03762421060815062,-0.8858918645037156,0.6482687554508487,0.556799998497992,-0.5647588009653878,-0.037535815111647934,-0.9408906543634985,0.703517223383921,-0.7354567952254493,-0.0907295016615967,0.061394061351481774,0.24337935895875576,,,,,,,,,,,
EN_LKRV_SWAC                         ,0.781766481218993,-0.007115343946493209,-0.007111193311646127,-0.043502849027905396,1.0,0.9999999999999811,0.9999175596885103,0.20345107115782862,-0.9998372149030496,0.28882878180052124,-0.27961268836602016,0.7962531856964646,0.8587426015286456,-0.9956721250504973,0.9903445239536974,-0.4063211810391701,-0.5484629370990953,0.9011323212613807,,,,-1.0000000000000002,0.9999999999999776,0.9999999999999776,1.0,1.0000000000000004,-1.0000000000000067,,
EN_LKRV_SWAN                         ,0.7817664833096214,-0.007115365935700683,-0.007111215301476491,-0.043502880510583986,0.9999999999999811,1.0,0.9999175608146147,0.20345065698022113,-0.999837207270391,0.2888291867966016,-0.27961309451785377,0.796253441611156,0.8587423847674543,-0.9956720857363311,0.9903444653104823,-0.40632118151079094,-0.5484629243866876,0.9011323311605418,,,,-1.0,0.9999999999999777,0.9999999999999777,1.0,1.0000000000000004,-1.0000000000000067,,
EN_LKRV_SWAP                         ,0.7825774871346698,-0.0012322499556730974,-0.0012281008212473622,-0.03762421060815062,0.9999175596885103,0.9999175608146147,1.0,0.168017731532697,-0.9985365857749253,0.3231594886106859,-0.3140478942013048,0.8175475111199298,0.8397093324172775,-0.9916739355601577,0.9847023509105375,-0.4046070402884901,-0.5451646291199109,0.9027356480523969,,,,-0.9999999999999958,0.9999999999999736,0.9999999999999736,0.9999999999999957,0.9999999999999961,-1.0000000000000022,,
EN_LKW_QLTRB  EXTREME                       ,-0.997282039668054,-0.9125922134839166,-0.9125917730695985,-0.8858918645037156,0.20345107115782862,0.20345065698022113,0.168017731532697,1.0,-0.22108341810489823,-0.8785947338533346,0.8831447292957236,-0.43031221679376663,0.6764023697205167,-0.29356238949200336,0.3372152707463495,-0.9240771481442697,,-0.7085701203735634,,,,,,,,,,,
EN_LKW_QLTRB  HIGH                       ,0.29233791975487,0.6005124015982137,0.6005132629006186,0.6482687554508487,-0.9998372149030496,-0.999837207270391,-0.9985365857749253,-0.22108341810489823,1.0,-0.27150790685547294,0.26224401861118185,-0.7852083138679813,-0.8678480868550331,0.9971868650322294,-0.9926845520837193,-0.16845013749507606,,-0.531526161566207,,,,,,,,,,,
EN_LKW_QLTRB  LOW                       ,0.8410202078235536,0.6065349897737169,0.6065341333809505,0.556799998497992,0.28882878180052124,0.2888291867966016,0.3231594886106859,-0.8785947338533346,-0.27150790685547294,1.0,-0.9999537995896464,0.8091612799344989,-0.24253922448188892,-0.1986040435620493,0.1533202161714156,0.9944187093174535,,0.9595373275484825,,,,,,,,,,,
