"","Var1","Var2","value"
"602","11.6.2","2.c.1",0.0255168152440458
"603","10.4.1","2.c.1",0.244831032483754
"604","6.5.1","2.c.1",0.21848779496528
"605","1.a.2","2.c.1",0.232164263606245
"606","4.2.2","2.c.1",0.135681356703494
"607","15.8.1","2.c.1",0.148550138637293
"608","7.1.1","2.c.1",-0.206431139167264
"609","3.d.2","2.c.1",-0.218487794965291
"610","7.3.1","2.c.1",-0.0894103368706188
"611","7.1.2","2.c.1",-0.217334056809763
"612","17.8.1","2.c.1",0.243033490281357
"613","11.5.1","2.c.1",-0.137829511078107
"614","4.5.1","2.c.1",0.174032555382302
"615","6.2.1","2.c.1",-0.233635247507913
"616","11.5.2","2.c.1",0.0165753587983523
"617","12.4.2","2.c.1",-0.175019202870812
"618","8.9.1","2.c.1",0.235702978893722
"619","3.8.2","2.c.1",-0.10204934408428
"620","4.3.1","2.c.1",-0.210646612918967
"621","7.2.1","2.c.1",0.257005740747623
"622","2.a.1","2.c.1",0.379804258906744
"623","6.4.2","2.c.1",-0.18267305640236
"624","6.6.1","2.c.1",0.259998469928397
"625","3.8.1","2.c.1",0.218487794965297
"626","10.5.1","2.c.1",-0.0669928428522106
"627","6.4.1","2.c.1",0.225443663253005
"628","10.7.3","2.c.1",-0.624967748465878
"629","11.1.1","2.c.1",-0.122076837407329
"630","2.c.1","2.c.1",1
"631","13.1.3","14.1.1",-0.50884178101796
"632","13.1.2","14.1.1",0.87304662567918
"633","8.8.2","14.1.1",-0.810999426534579
"634","17.9.1","14.1.1",0.193158959308233
"635","13.1.1","14.1.1",0.210332000399113
"636","3.b.1","14.1.1",-0.933508879240997
"637","11.6.2","14.1.1",-0.697507900832157
"638","10.4.1","14.1.1",0.893722486672242
"639","6.5.1","14.1.1",0.875715646253451
"640","1.a.2","14.1.1",0.885993365048392
"641","4.2.2","14.1.1",0.826401149432529
"642","15.8.1","14.1.1",0.858758119926633
"643","7.1.1","14.1.1",-0.841445124415897
"644","3.d.2","14.1.1",-0.875715646253455
"645","7.3.1","14.1.1",-0.834512339418973
"646","7.1.2","14.1.1",-0.853038943789951
"647","17.8.1","14.1.1",0.912545725058017
"648","11.5.1","14.1.1",0.210332000399113
"649","4.5.1","14.1.1",0.855288163294081
"650","6.2.1","14.1.1",-0.87210768550212
"651","11.5.2","14.1.1",-0.0064040332611904
"652","12.4.2","14.1.1",-0.663750080154825
"653","8.9.1","14.1.1",0.761682614312316
"654","3.8.2","14.1.1",-0.783470996378162
"655","4.3.1","14.1.1",-0.87505113543772
"656","7.2.1","14.1.1",0.826063650674744
"657","2.a.1","14.1.1",0.85484578908319
"658","6.4.2","14.1.1",-0.857312084814551
"659","6.6.1","14.1.1",0.884404982539535
"660","3.8.1","14.1.1",0.875715646253456
"661","10.5.1","14.1.1",-0.735938780299321
"662","6.4.1","14.1.1",0.863028546461936
"663","10.7.3","14.1.1",-0.113061801138083
"664","11.1.1","14.1.1",-0.83981717054395
"665","2.c.1","14.1.1",0.381771791004141
"666","14.1.1","14.1.1",1
"667","13.1.3","1.1.1",0.457765969602643
"668","13.1.2","1.1.1",-0.620471917688563
"669","8.8.2","1.1.1",0.95114257905378
"670","17.9.1","1.1.1",-0.170731741958938
"671","13.1.1","1.1.1",-0.47770162897765
"672","3.b.1","1.1.1",0.900365817216592
"673","11.6.2","1.1.1",0.777810621929849
"674","10.4.1","1.1.1",-0.953138496937918
"675","6.5.1","1.1.1",-0.982299787116414
"676","1.a.2","1.1.1",-0.903010035369036
"677","4.2.2","1.1.1",-0.902237805496656
"678","15.8.1","1.1.1",-0.850407331209449
"679","7.1.1","1.1.1",0.953803579972265
"680","3.d.2","1.1.1",0.982299787116417
"681","7.3.1","1.1.1",0.97517391337743
"682","7.1.2","1.1.1",0.985587906888741
"683","17.8.1","1.1.1",-0.9350462874241
"684","11.5.1","1.1.1",-0.47770162897765
"685","4.5.1","1.1.1",-0.928130226110945
"686","6.2.1","1.1.1",0.980863696438162
"687","11.5.2","1.1.1",0.274056163710306
"688","12.4.2","1.1.1",0.715760372169344
"689","8.9.1","1.1.1",-0.738836497068599
"690","3.8.2","1.1.1",0.741315163244987
"691","4.3.1","1.1.1",0.98317606899007
"692","7.2.1","1.1.1",-0.875771781311318
"693","2.a.1","1.1.1",-0.850655044749946
"694","6.4.2","1.1.1",0.977515078176254
"695","6.6.1","1.1.1",-0.955732216739874
"696","3.8.1","1.1.1",-0.982299787116416
"697","10.5.1","1.1.1",0.933721975738264
"698","6.4.1","1.1.1",-0.95722891598584
"699","10.7.3","1.1.1",-0.082949640243383
"700","11.1.1","1.1.1",0.950317907667827
"701","2.c.1","1.1.1",-0.180982684542712
"702","14.1.1","1.1.1",-0.848026446814226
"703","1.1.1","1.1.1",1
"704","13.1.3","12.c.1",-0.247504527963338
"705","13.1.2","12.c.1",0.194694384995043
"706","8.8.2","12.c.1",-0.663166263142789
"707","17.9.1","12.c.1",0.380975157022083
"708","13.1.1","12.c.1",0.927237933930121
"709","3.b.1","12.c.1",-0.63893523367937
"710","11.6.2","12.c.1",-0.61650852964328
"711","10.4.1","12.c.1",0.745516949402884
"712","6.5.1","12.c.1",0.756818724400812
"713","1.a.2","12.c.1",0.7279239012611
"714","4.2.2","12.c.1",0.65775284064922
"715","15.8.1","12.c.1",0.680520922135179
"716","7.1.1","12.c.1",-0.801742228332687
"717","3.d.2","12.c.1",-0.75681872440081
"718","7.3.1","12.c.1",-0.64880738781995
"719","7.1.2","12.c.1",-0.755407965094006
"720","17.8.1","12.c.1",0.739436136427192
"721","11.5.1","12.c.1",0.927237933930121
"722","4.5.1","12.c.1",0.710776356810467
"723","6.2.1","12.c.1",-0.773041767191623
"724","11.5.2","12.c.1",-0.458280634519841
"725","12.4.2","12.c.1",-0.566103530417511
"726","8.9.1","12.c.1",0.616033384701483
"727","3.8.2","12.c.1",-0.675118445289871
"728","4.3.1","12.c.1",-0.756736302755246
"729","7.2.1","12.c.1",0.87264061368658
"730","2.a.1","12.c.1",0.763644344401384
"731","6.4.2","12.c.1",-0.660306249300347
"732","6.6.1","12.c.1",0.774594544431866
"733","3.8.1","12.c.1",0.756818724400808
"734","10.5.1","12.c.1",-0.640959770326368
"735","6.4.1","12.c.1",0.79776733043917
"736","10.7.3","12.c.1",-0.0470926395629072
"737","11.1.1","12.c.1",-0.672342329238807
"738","2.c.1","12.c.1",-0.00718381542632659
"739","14.1.1","12.c.1",0.495290266232616
"740","1.1.1","12.c.1",-0.742566147274658
"741","12.c.1","12.c.1",1
"742","13.1.3","11.b.1",-0.67610555201368
"743","13.1.2","11.b.1",1
"744","8.8.2","11.b.1",-0.62790287571089
"745","17.9.1","11.b.1",-0.161270617068914
"746","13.1.1","11.b.1",-0.00863256480853822
"747","3.b.1","11.b.1",-0.751958325103036
"748","11.6.2","11.b.1",-0.553648607937324
"749","10.4.1","11.b.1",0.636890209590978
"750","6.5.1","11.b.1",0.645497224367901
"751","1.a.2","11.b.1",0.61726382091637
"752","4.2.2","11.b.1",0.615239202727695
"753","15.8.1","11.b.1",0.766964988847368
"754","7.1.1","11.b.1",-0.558519131434223
"755","3.d.2","11.b.1",-0.645497224367901
"756","7.3.1","11.b.1",-0.612652560228033
"757","7.1.2","11.b.1",-0.597010496222346
"758","17.8.1","11.b.1",0.735554756254645
"759","11.5.1","11.b.1",-0.00863256480853822
"760","4.5.1","11.b.1",0.630399850116716
"761","6.2.1","11.b.1",-0.634356754486202
"762","11.5.2","11.b.1",0.072208080994303
"763","12.4.2","11.b.1",-0.529036976123619
"764","8.9.1","11.b.1",0.464238345442626
"765","3.8.2","11.b.1",-0.536312092581279
"766","4.3.1","11.b.1",-0.645426926234782
"767","7.2.1","11.b.1",0.595268339935399
"768","2.a.1","11.b.1",0.591237387834237
"769","6.4.2","11.b.1",-0.630614640664716
"770","6.6.1","11.b.1",0.676372332018681
"771","3.8.1","11.b.1",0.645497224367901
"772","10.5.1","11.b.1",-0.463860685673058
"773","6.4.1","11.b.1",0.638986123978738
"774","10.7.3","11.b.1",-0.0334538611829283
"775","11.1.1","11.b.1",-0.629727418248449
"776","2.c.1","11.b.1",0.206848788972267
"777","14.1.1","11.b.1",0.87304662567918
"778","1.1.1","11.b.1",-0.620471917688563
"779","12.c.1","11.b.1",0.194694384995043
"780","11.b.1","11.b.1",1
"781","13.1.3","2.2.2",0.426047760243305
"782","13.1.2","2.2.2",-0.614108245803057
"783","8.8.2","2.2.2",0.973901468883168
"784","17.9.1","2.2.2",-0.182004361454444
"785","13.1.1","2.2.2",-0.496731016790645
"786","3.b.1","2.2.2",0.941533770165848
"787","11.6.2","2.2.2",0.854287886143351
"788","10.4.1","2.2.2",-0.983053247446926
"789","6.5.1","2.2.2",-0.997685026250976
"790","1.a.2","2.2.2",-0.952826157255919
"791","4.2.2","2.2.2",-0.953615478679635
"792","15.8.1","2.2.2",-0.859073135203414
"793","7.1.1","2.2.2",0.971648359999164
"794","3.d.2","2.2.2",0.997685026250976
"795","7.3.1","2.2.2",0.954417250633654
"796","7.1.2","2.2.2",0.998167822226746
"797","17.8.1","2.2.2",-0.96476917827155
"798","11.5.1","2.2.2",-0.496731016790645
"799","4.5.1","2.2.2",-0.974643558380728
"800","6.2.1","2.2.2",0.997861755698986
"801","11.5.2","2.2.2",0.321897208294755
"802","12.4.2","2.2.2",0.813678255838227
"803","8.9.1","2.2.2",-0.721074044698259
"804","3.8.2","2.2.2",0.822933907584416
"805","4.3.1","2.2.2",0.997587233063139
"806","7.2.1","2.2.2",-0.90915963777806
"807","2.a.1","2.2.2",-0.894625212422247
"808","6.4.2","2.2.2",0.980962280899828
"809","6.6.1","2.2.2",-0.98106153864174
"810","3.8.1","2.2.2",-0.997685026250976
"811","10.5.1","2.2.2",0.936952546202158
"812","6.4.1","2.2.2",-0.983492928651921
"813","10.7.3","2.2.2",-0.107494195021178
"814","11.1.1","2.2.2",0.977265926942261
"815","2.c.1","2.2.2",-0.232803637745631
"816","14.1.1","2.2.2",-0.861652483906834
"817","1.1.1","2.2.2",0.983349621070197
"818","12.c.1","2.2.2",-0.757212544811676
"819","11.b.1","2.2.2",-0.614108245803057
"820","2.2.2","2.2.2",1
"821","13.1.3","9.5.2",0.37276395299505
"822","13.1.2","9.5.2",-0.642239615028699
"823","8.8.2","9.5.2",0.967716929801182
"824","17.9.1","9.5.2",-0.156028453468532
"825","13.1.1","9.5.2",-0.455072024041606
"826","3.b.1","9.5.2",0.937889887618607
"827","11.6.2","9.5.2",0.841371697557471
"828","10.4.1","9.5.2",-0.987649897954207
"829","6.5.1","9.5.2",-0.994953333312352
"830","1.a.2","9.5.2",-0.951435068919578
"831","4.2.2","9.5.2",-0.94345336710752
"832","15.8.1","9.5.2",-0.886635538520098
"833","7.1.1","9.5.2",0.953742796715972
"834","3.d.2","9.5.2",0.994953333312353
"835","7.3.1","9.5.2",0.94109661634483
"836","7.1.2","9.5.2",0.992655164879815
"837","17.8.1","9.5.2",-0.971362093484782
"838","11.5.1","9.5.2",-0.455072024041606
"839","4.5.1","9.5.2",-0.969474899738285
"840","6.2.1","9.5.2",0.988335284532428
"841","11.5.2","9.5.2",0.337113379215112
"842","12.4.2","9.5.2",0.819543305959945
"843","8.9.1","9.5.2",-0.702253758404525
"844","3.8.2","9.5.2",0.823497994425565
"845","4.3.1","9.5.2",0.994844977522064
"846","7.2.1","9.5.2",-0.908506898221283
"847","2.a.1","9.5.2",-0.91932826152652
"848","6.4.2","9.5.2",0.97201368972477
"849","6.6.1","9.5.2",-0.984339468739902
"850","3.8.1","9.5.2",-0.994953333312354
"851","10.5.1","9.5.2",0.927116197608299
"852","6.4.1","9.5.2",-0.98447175580359
"853","10.7.3","9.5.2",-0.0548897196144066
"854","11.1.1","9.5.2",0.96697222820325
"855","2.c.1","9.5.2",-0.284400250088657
"856","14.1.1","9.5.2",-0.882267906634712
"857","1.1.1","9.5.2",0.976126971697546
"858","12.c.1","9.5.2",-0.719546471123524
"859","11.b.1","9.5.2",-0.642239615028699
"860","2.2.2","9.5.2",0.993224330937489
"861","9.5.2","9.5.2",1
"862","13.1.3","3.4.1",-0.442465660022767
"863","13.1.2","3.4.1",0.645497224367901
"864","8.8.2","3.4.1",-0.972742952265591
"865","17.9.1","3.4.1",0.16937012747593
"866","13.1.1","3.4.1",0.500471851150984
"867","3.b.1","3.4.1",-0.947970587981982
"868","11.6.2","3.4.1",-0.857708735276888
"869","10.4.1","3.4.1",0.986666070043373
"870","6.5.1","3.4.1",1
"871","1.a.2","3.4.1",0.956260999450203
"872","4.2.2","3.4.1",0.953124474439289
"873","15.8.1","3.4.1",0.891132788679007
"874","7.1.1","3.4.1",-0.969681338950994
"875","3.d.2","3.4.1",-1
"876","7.3.1","3.4.1",-0.949117265109828
"877","7.1.2","3.4.1",-0.996422725589251
"878","17.8.1","3.4.1",0.977020116291595
"879","11.5.1","3.4.1",0.500471851150984
"880","4.5.1","3.4.1",0.97661124838148
"881","6.2.1","3.4.1",-0.996545338692935
"882","11.5.2","3.4.1",-0.322869591962522
"883","12.4.2","3.4.1",-0.819580559221912
"884","8.9.1","3.4.1",0.719194952228079
"885","3.8.2","3.4.1",-0.830851121174782
"886","4.3.1","3.4.1",-0.999891094600458
"887","7.2.1","3.4.1",0.922185746837785
"888","2.a.1","3.4.1",0.906391981616734
"889","6.4.2","3.4.1",-0.976944000467624
"890","6.6.1","3.4.1",0.988789861967651
"891","3.8.1","3.4.1",1
"892","10.5.1","3.4.1",-0.926748479605647
"893","6.4.1","3.4.1",0.989913046650916
"894","10.7.3","3.4.1",0.099666344021396
"895","11.1.1","3.4.1",-0.975569521410613
"896","2.c.1","3.4.1",0.218487794965297
"897","14.1.1","3.4.1",0.875715646253456
"898","1.1.1","3.4.1",-0.982299787116416
"899","12.c.1","3.4.1",0.756818724400808
"900","11.b.1","3.4.1",0.645497224367901
"901","2.2.2","3.4.1",-0.997685026250976
"902","9.5.2","3.4.1",-0.994953333312354
"903","3.4.1","3.4.1",1
"904","13.1.3","15.5.1",-0.436062118229112
"905","13.1.2","15.5.1",0.629086599593072
"906","8.8.2","15.5.1",-0.975984151127297
"907","17.9.1","15.5.1",0.173262993921447
"908","13.1.1","15.5.1",0.494505174586567
"909","3.b.1","15.5.1",-0.941428587525361
"910","11.6.2","15.5.1",-0.860833992900621
"911","10.4.1","15.5.1",0.985484632436998
"912","6.5.1","15.5.1",0.999271407653611
"913","1.a.2","15.5.1",0.954506370093414
"914","4.2.2","15.5.1",0.955805180834174
"915","15.8.1","15.5.1",0.884212276645204
"916","7.1.1","15.5.1",-0.969133945717561
"917","3.d.2","15.5.1",-0.999271407653611
"918","7.3.1","15.5.1",-0.95491156850146
"919","7.1.2","15.5.1",-0.998029366710662
"920","17.8.1","15.5.1",0.970237264504458
"921","11.5.1","15.5.1",0.494505174586567
"922","4.5.1","15.5.1",0.977235506925725
"923","6.2.1","15.5.1",-0.994281118368426
"924","11.5.2","15.5.1",-0.326655142147032
"925","12.4.2","15.5.1",-0.819135702303298
"926","8.9.1","15.5.1",0.715233958614551
"927","3.8.2","15.5.1",-0.828693980182634
"928","4.3.1","15.5.1",-0.999350193393994
"929","7.2.1","15.5.1",0.911826697434312
"930","2.a.1","15.5.1",0.898333907770034
"931","6.4.2","15.5.1",-0.980779013281887
"932","6.6.1","15.5.1",0.983750888339637
"933","3.8.1","15.5.1",0.999271407653611
"934","10.5.1","15.5.1",-0.939184475780399
"935","6.4.1","15.5.1",0.986478278768606
"936","10.7.3","15.5.1",0.12286333632748
"937","11.1.1","15.5.1",-0.979304457266774
"938","2.c.1","15.5.1",0.200996955881346
"939","14.1.1","15.5.1",0.863976857802382
"940","1.1.1","15.5.1",-0.983674543976421
"941","12.c.1","15.5.1",0.75364179789403
"942","11.b.1","15.5.1",0.629086599593072
"943","2.2.2","15.5.1",-0.997578599552886
"944","9.5.2","15.5.1",-0.994657943276878
"945","3.4.1","15.5.1",0.999271407653611
"946","15.5.1","15.5.1",1
"947","13.1.3","8.3.1",-0.524093447719086
"948","13.1.2","8.3.1",0.680597513313102
"949","8.8.2","8.3.1",-0.976396329718908
"950","17.9.1","8.3.1",0.153528518272611
"951","13.1.1","8.3.1",0.475835873138841
"952","3.b.1","8.3.1",-0.959568729252409
"953","11.6.2","8.3.1",-0.869103193872995
"954","10.4.1","8.3.1",0.976229279676538
"955","6.5.1","8.3.1",0.995391000452586
"956","1.a.2","8.3.1",0.95185359293653
"957","4.2.2","8.3.1",0.961122541399632
"958","15.8.1","8.3.1",0.887025558059299
"959","7.1.1","8.3.1",-0.969061926843188
"960","3.d.2","8.3.1",-0.995391000452585
"961","7.3.1","8.3.1",-0.956951465234088
"962","7.1.2","8.3.1",-0.990218502682786
"963","17.8.1","8.3.1",0.973662407909182
"964","11.5.1","8.3.1",0.475835873138841
"965","4.5.1","8.3.1",0.977603776332455
"966","6.2.1","8.3.1",-0.993060981685995
"967","11.5.2","8.3.1",-0.274807576714873
"968","12.4.2","8.3.1",-0.816215029224591
"969","8.9.1","8.3.1",0.724055357948302
"970","3.8.2","8.3.1",-0.82518590140894
"971","4.3.1","8.3.1",-0.995282596997979
"972","7.2.1","8.3.1",0.906773960877008
"973","2.a.1","8.3.1",0.874803546922896
"974","6.4.2","8.3.1",-0.982077113893409
"975","6.6.1","8.3.1",0.980539738063002
"976","3.8.1","8.3.1",0.995391000452584
"977","10.5.1","8.3.1",-0.923790703884509
"978","6.4.1","8.3.1",0.979826451771483
"979","10.7.3","8.3.1",0.158535206610391
"980","11.1.1","8.3.1",-0.982598484738721
"981","2.c.1","8.3.1",0.168346237136263
"982","14.1.1","8.3.1",0.88253311356073
"983","1.1.1","8.3.1",-0.979325828531817
"984","12.c.1","8.3.1",0.736382558432912
"985","11.b.1","8.3.1",0.680597513313102
"986","2.2.2","8.3.1",-0.992090898849163
"987","9.5.2","8.3.1",-0.983738925448528
"988","3.4.1","8.3.1",0.995391000452584
"989","15.5.1","8.3.1",0.994431360675372
"990","8.3.1","8.3.1",1
"991","13.1.3","1.5.4",1
"992","13.1.2","1.5.4",-0.67610555201368
"993","8.8.2","1.5.4",0.47280813797946
"994","17.9.1","1.5.4",0.0330078250472667
"995","13.1.1","1.5.4",-0.115533826847505
"996","3.b.1","1.5.4",0.550125065891783
"997","11.6.2","1.5.4",0.484437812681785
"998","10.4.1","1.5.4",-0.384934969662794
"999","6.5.1","1.5.4",-0.442465660022783
"1000","1.a.2","1.5.4",-0.413165829211979
"1001","4.2.2","1.5.4",-0.493762373438945
"1002","15.8.1","1.5.4",-0.444613709076955
"1003","7.1.1","1.5.4",0.458730950996856
"1004","3.d.2","1.5.4",0.442465660022775
"1005","7.3.1","1.5.4",0.523027145739231
"1006","7.1.2","1.5.4",0.416328799109723
"1007","17.8.1","1.5.4",-0.464193104991072
"1008","11.5.1","1.5.4",-0.115533826847505
"1009","4.5.1","1.5.4",-0.459463465429936
"1010","6.2.1","1.5.4",0.453909470004357
"1011","11.5.2","1.5.4",-0.262973470676295
"1012","12.4.2","1.5.4",0.313672226366873
"1013","8.9.1","1.5.4",-0.415703105869192
"1014","3.8.2","1.5.4",0.354961138574322
"1015","4.3.1","1.5.4",0.443656219304805
"1016","7.2.1","1.5.4",-0.357082992295505
"1017","2.a.1","1.5.4",-0.185904676462418
"1018","6.4.2","1.5.4",0.493421340507995
"1019","6.6.1","1.5.4",-0.419103178443777
"1020","3.8.1","1.5.4",-0.442465660022767
"1021","10.5.1","1.5.4",0.379270140668677
"1022","6.4.1","1.5.4",-0.40285694566581
"1023","10.7.3","1.5.4",-0.476490527662076
"1024","11.1.1","1.5.4",0.507369680322797
"1025","2.c.1","1.5.4",0.400042138962477
"1026","14.1.1","1.5.4",-0.50884178101796
"1027","1.1.1","1.5.4",0.457765969602643
"1028","12.c.1","1.5.4",-0.247504527963338
"1029","11.b.1","1.5.4",-0.67610555201368
"1030","2.2.2","1.5.4",0.426047760243305
"1031","9.5.2","1.5.4",0.37276395299505
"1032","3.4.1","1.5.4",-0.442465660022767
"1033","15.5.1","1.5.4",-0.436062118229112
"1034","8.3.1","1.5.4",-0.524093447719086
"1035","1.5.4","1.5.4",1
"1036","13.1.3","8.1.1",0.244464462074977
"1037","13.1.2","8.1.1",-0.152211396450572
"1038","8.8.2","8.1.1",0.493407027072441
"1039","17.9.1","8.1.1",-0.344264568226765
"1040","13.1.1","8.1.1",-0.0293652426612533
"1041","3.b.1","8.1.1",0.442225987656466
"1042","11.6.2","8.1.1",0.174905504099962
"1043","10.4.1","8.1.1",-0.462147804147255
"1044","6.5.1","8.1.1",-0.518650122821677
"1045","1.a.2","8.1.1",-0.428136411650158
"1046","4.2.2","8.1.1",-0.430698858451433
"1047","15.8.1","8.1.1",-0.231630490882306
"1048","7.1.1","8.1.1",0.596867721509005
"1049","3.d.2","8.1.1",0.518650122821692
"1050","7.3.1","8.1.1",0.696686712032995
"1051","7.1.2","8.1.1",0.573899683606355
"1052","17.8.1","8.1.1",-0.352958390450566
"1053","11.5.1","8.1.1",-0.0293652426612533
"1054","4.5.1","8.1.1",-0.422144062782623
"1055","6.2.1","8.1.1",0.526167882290844
"1056","11.5.2","8.1.1",-0.283024191637851
"1057","12.4.2","8.1.1",0.0645835690075231
"1058","8.9.1","8.1.1",-0.695852627372848
"1059","3.8.2","8.1.1",0.168537434907301
"1060","4.3.1","8.1.1",0.518265278678019
"1061","7.2.1","8.1.1",-0.2945525285789
"1062","2.a.1","8.1.1",-0.26650326900959
"1063","6.4.2","8.1.1",0.642674796069673
"1064","6.6.1","8.1.1",-0.409044843045602
"1065","3.8.1","8.1.1",-0.518650122821688
"1066","10.5.1","8.1.1",0.654538402216337
"1067","6.4.1","8.1.1",-0.410468074669029
"1068","10.7.3","8.1.1",-0.11985522608343
"1069","11.1.1","8.1.1",0.515755337016209
"1070","2.c.1","8.1.1",-0.141253104250865
"1071","14.1.1","8.1.1",-0.40855113798646
"1072","1.1.1","8.1.1",0.636370386716606
"1073","12.c.1","8.1.1",-0.321877179873764
"1074","11.b.1","8.1.1",-0.152211396450572
"1075","2.2.2","8.1.1",0.546011968523296
"1076","9.5.2","8.1.1",0.51871166875571
"1077","3.4.1","8.1.1",-0.518650122821688
"1078","15.5.1","8.1.1",-0.532579175413133
"1079","8.3.1","8.1.1",-0.522796285717178
"1080","1.5.4","8.1.1",0.244464462074977
"1081","8.1.1","8.1.1",1
"1082","13.1.3","3.6.1",0.442465660022769
"1083","13.1.2","3.6.1",-0.645497224367903
"1084","8.8.2","3.6.1",0.97274295226559
"1085","17.9.1","3.6.1",-0.169370127475933
"1086","13.1.1","3.6.1",-0.500471851150981
"1087","3.b.1","3.6.1",0.947970587981983
"1088","11.6.2","3.6.1",0.857708735276887
"1089","10.4.1","3.6.1",-0.986666070043374
"1090","6.5.1","3.6.1",-1
"1091","1.a.2","3.6.1",-0.956260999450204
"1092","4.2.2","3.6.1",-0.953124474439289
"1093","15.8.1","3.6.1",-0.891132788679007
"1094","7.1.1","3.6.1",0.969681338950994
"1095","3.d.2","3.6.1",1
"1096","7.3.1","3.6.1",0.949117265109829
"1097","7.1.2","3.6.1",0.996422725589251
"1098","17.8.1","3.6.1",-0.977020116291596
"1099","11.5.1","3.6.1",-0.500471851150981
"1100","4.5.1","3.6.1",-0.976611248381481
"1101","6.2.1","3.6.1",0.996545338692935
"1102","11.5.2","3.6.1",0.322869591962517
"1103","12.4.2","3.6.1",0.81958055922191
"1104","8.9.1","3.6.1",-0.719194952228082
"1105","3.8.2","3.6.1",0.830851121174783
"1106","4.3.1","3.6.1",0.999891094600458
"1107","7.2.1","3.6.1",-0.922185746837785
"1108","2.a.1","3.6.1",-0.906391981616734
"1109","6.4.2","3.6.1",0.976944000467624
"1110","6.6.1","3.6.1",-0.98878986196765
"1111","3.8.1","3.6.1",-1
"1112","10.5.1","3.6.1",0.926748479605646
"1113","6.4.1","3.6.1",-0.989913046650916
"1114","10.7.3","3.6.1",-0.0996663440213941
"1115","11.1.1","3.6.1",0.975569521410613
"1116","2.c.1","3.6.1",-0.218487794965299
"1117","14.1.1","3.6.1",-0.875715646253459
"1118","1.1.1","3.6.1",0.982299787116416
"1119","12.c.1","3.6.1",-0.756818724400807
"1120","11.b.1","3.6.1",-0.645497224367903
"1121","2.2.2","3.6.1",0.997685026250976
"1122","9.5.2","3.6.1",0.994953333312354
"1123","3.4.1","3.6.1",-1
"1124","15.5.1","3.6.1",-0.999271407653611
"1125","8.3.1","3.6.1",-0.995391000452584
"1126","1.5.4","3.6.1",0.442465660022769
"1127","8.1.1","3.6.1",0.518650122821689
"1128","3.6.1","3.6.1",1
"1129","13.1.3","16.6.1",0.46928888522466
"1130","13.1.2","16.6.1",-0.211343437185833
"1131","8.8.2","16.6.1",0.431395805969034
"1132","17.9.1","16.6.1",-0.421286475046928
"1133","13.1.1","16.6.1",0.219197542982574
"1134","3.b.1","16.6.1",0.431984313884031
"1135","11.6.2","16.6.1",0.298794913465864
"1136","10.4.1","16.6.1",-0.38507093829373
"1137","6.5.1","16.6.1",-0.403994125742696
"1138","1.a.2","16.6.1",-0.42053441696499
"1139","4.2.2","16.6.1",-0.4700935366391
"1140","15.8.1","16.6.1",-0.108191903382788
"1141","7.1.1","16.6.1",0.492677113580453
"1142","3.d.2","16.6.1",0.403994125742704
"1143","7.3.1","16.6.1",0.640536651310623
"1144","7.1.2","16.6.1",0.455914806344118
"1145","17.8.1","16.6.1",-0.257609680199635
"1146","11.5.1","16.6.1",0.219197542982574
"1147","4.5.1","16.6.1",-0.413243489624614
"1148","6.2.1","16.6.1",0.406749357031473
"1149","11.5.2","16.6.1",-0.485728573583366
"1150","12.4.2","16.6.1",0.10617995431948
"1151","8.9.1","16.6.1",-0.624235650764906
"1152","3.8.2","16.6.1",0.284745055481971
"1153","4.3.1","16.6.1",0.405748770428798
"1154","7.2.1","16.6.1",-0.114415853202962
"1155","2.a.1","16.6.1",-0.105680713691514
"1156","6.4.2","16.6.1",0.577817868354018
"1157","6.6.1","16.6.1",-0.272369670326716
"1158","3.8.1","16.6.1",-0.403994125742698
"1159","10.5.1","16.6.1",0.62471577415931
"1160","6.4.1","16.6.1",-0.278727492176655
"1161","10.7.3","16.6.1",-0.482118892914014
"1162","11.1.1","16.6.1",0.509867853587887
"1163","2.c.1","16.6.1",0.127612246854815
"1164","14.1.1","16.6.1",-0.378599342875009
"1165","1.1.1","16.6.1",0.479385937182079
"1166","12.c.1","16.6.1",-0.0925981046813429
"1167","11.b.1","16.6.1",-0.211343437185833
"1168","2.2.2","16.6.1",0.429451948007061
"1169","9.5.2","16.6.1",0.389300006358242
"1170","3.4.1","16.6.1",-0.403994125742698
"1171","15.5.1","16.6.1",-0.42188122166292
"1172","8.3.1","16.6.1",-0.4425000400071
"1173","1.5.4","16.6.1",0.46928888522466
"1174","8.1.1","16.6.1",0.826221947396734
"1175","3.6.1","16.6.1",0.4039941257427
"1176","16.6.1","16.6.1",1
"1177","13.1.3","11.b.2",1
"1178","13.1.2","11.b.2",-0.67610555201368
"1179","8.8.2","11.b.2",0.47280813797946
"1180","17.9.1","11.b.2",0.0330078250472667
"1181","13.1.1","11.b.2",-0.115533826847505
"1182","3.b.1","11.b.2",0.550125065891783
"1183","11.6.2","11.b.2",0.484437812681785
"1184","10.4.1","11.b.2",-0.384934969662794
"1185","6.5.1","11.b.2",-0.442465660022783
"1186","1.a.2","11.b.2",-0.413165829211979
"1187","4.2.2","11.b.2",-0.493762373438945
"1188","15.8.1","11.b.2",-0.444613709076955
"1189","7.1.1","11.b.2",0.458730950996856
"1190","3.d.2","11.b.2",0.442465660022775
"1191","7.3.1","11.b.2",0.523027145739231
"1192","7.1.2","11.b.2",0.416328799109723
"1193","17.8.1","11.b.2",-0.464193104991072
