UniqueID,TimePeriod,AG_PRD_FIESMS BOTHSEX                 ALLAGE       ,AG_PRD_FIESMS FEMALE                 15+       ,AG_PRD_FIESMS MALE                 15+       ,AG_PRD_FIESMSN BOTHSEX             A    ALLAGE       ,AG_PRD_FIESMSN FEMALE             A    15+       ,AG_PRD_FIESMSN MALE             A    15+       ,AG_PRD_FIESS BOTHSEX             A    ALLAGE       ,AG_PRD_FIESS FEMALE             A    15+       ,AG_PRD_FIESS MALE             A    15+       ,AG_PRD_FIESSN BOTHSEX             A    ALLAGE       ,AG_PRD_FIESSN FEMALE             A    15+       ,AG_PRD_FIESSN MALE             A    15+       
TimePeriod,1.0,0.022774375933713974,0.9731211363614888,0.9982044854736329,0.197117189938388,0.9757637403148356,0.9978579084716994,-0.15811388300841886,0.9799382749427138,0.9683870828776798,0.16507036761660202,0.9791299605089263,0.970656120406343
AG_PRD_FIESMS BOTHSEX                 ALLAGE       ,0.022774375933713974,1.0,-0.14450046190546062,-0.0158737545612239,0.9845286333410286,-0.14309209108102272,-0.02987065518667932,0.9722551532327056,-0.10159246710252906,-0.19673076248080962,0.9886753861312623,-0.11606382228905336,-0.1940113548773887
AG_PRD_FIESMS FEMALE                 15+       ,0.9731211363614888,-0.14450046190546062,1.0,0.979150993984751,0.027927481475043783,0.9998745412206502,0.9812594090503978,-0.30486976893162604,0.9989701573428277,0.9978265561937181,-0.009008344042260563,0.9995065006086127,0.9972803425384233
AG_PRD_FIESMS MALE                 15+       ,0.9982044854736329,-0.0158737545612239,0.979150993984751,1.0,0.15945194950149552,0.981601886074398,0.999875775987494,-0.2007314052111597,0.9848682834757531,0.9757730948765649,0.1249978250798415,0.9842730841228091,0.9777471960011834
AG_PRD_FIESMSN BOTHSEX             A    ALLAGE       ,0.197117189938388,0.9845286333410286,0.027927481475043783,0.15945194950149552,1.0,0.0298153912988669,0.14557329230370566,0.9238483452296667,0.07136896455256451,-0.024091490376423594,0.9979899763253082,0.05697679270605071,-0.02100369762970448
AG_PRD_FIESMSN FEMALE             A    15+       ,0.9757637403148356,-0.14309209108102272,0.9998745412206502,0.981601886074398,0.0298153912988669,1.0,0.9836800439037034,-0.30510807442240306,0.9989716638732811,0.9982317507479403,-0.0067113317807662954,0.9995933667156766,0.9979214169047795
AG_PRD_FIESMSN MALE             A    15+       ,0.9978579084716994,-0.02987065518667932,0.9812594090503978,0.999875775987494,0.14557329230370566,0.9836800439037034,1.0,-0.2133483523826361,0.9862786521371896,0.9786381304744937,0.1113627875135309,0.9859274617913139,0.9805742308022085
AG_PRD_FIESS BOTHSEX             A    ALLAGE       ,-0.15811388300841886,0.9722551532327056,-0.30486976893162604,-0.2007314052111597,0.9238483452296667,-0.30510807442240306,-0.2133483523826361,1.0,-0.26615777185726347,-0.3569562449878193,0.9371820656451798,-0.27981441452466227,-0.3555944108733525
AG_PRD_FIESS FEMALE             A    15+       ,0.9799382749427138,-0.10159246710252906,0.9989701573428277,0.9848682834757531,0.07136896455256451,0.9989716638732811,0.9862786521371896,-0.26615777185726347,1.0,0.9945699166631868,0.03393886409322605,0.9998511600892053,0.9941831171235115
AG_PRD_FIESS MALE             A    15+       ,0.9683870828776798,-0.19673076248080962,0.9978265561937181,0.9757730948765649,-0.024091490376423594,0.9982317507479403,0.9786381304744937,-0.3569562449878193,0.9945699166631868,1.0,-0.05957412922389382,0.9961808850728818,0.9998871775865132
AG_PRD_FIESSN BOTHSEX             A    ALLAGE       ,0.16507036761660202,0.9886753861312623,-0.009008344042260563,0.1249978250798415,0.9979899763253082,-0.0067113317807662954,0.1113627875135309,0.9371820656451798,0.03393886409322605,-0.05957412922389382,1.0,0.020002064946469365,-0.05602943425992687
AG_PRD_FIESSN FEMALE             A    15+       ,0.9791299605089263,-0.11606382228905336,0.9995065006086127,0.9842730841228091,0.05697679270605071,0.9995933667156766,0.9859274617913139,-0.27981441452466227,0.9998511600892053,0.9961808850728818,0.020002064946469365,1.0,0.9958624372650442
AG_PRD_FIESSN MALE             A    15+       ,0.970656120406343,-0.1940113548773887,0.9972803425384233,0.9777471960011834,-0.02100369762970448,0.9979214169047795,0.9805742308022085,-0.3555944108733525,0.9941831171235115,0.9998871775865132,-0.05602943425992687,0.9958624372650442,1.0
