UniqueID,EN_LKRV_PWAC                         ,EN_LKRV_PWAN                         ,EN_LKRV_PWAP                         ,EN_LKRV_SWAC                         ,EN_LKRV_SWAN                         ,EN_LKRV_SWAP                         ,EN_LKW_QLTRB  EXTREME                       ,EN_LKW_QLTRB  HIGH                       ,EN_LKW_QLTRB  LOW                       ,EN_LKW_QLTRB  MEDIUM                       ,EN_LKW_QLTRST  EXTREME                       ,EN_LKW_QLTRST  HIGH                       ,EN_LKW_QLTRST  LOW                       ,EN_LKW_QLTRST  MEDIUM                       ,EN_RSRV_MNWAN                         ,EN_RSRV_MNWAP                         ,EN_RSRV_MXWAN                         ,EN_RSRV_MXWAP                         ,EN_WBE_HMWTL                         ,EN_WBE_MANGBN                         ,EN_WBE_MANGC                         ,EN_WBE_MANGGN                         ,EN_WBE_MANGGP                         ,EN_WBE_MANGLN                         ,EN_WBE_MANGLP                         ,EN_WBE_MANGN                         ,EN_WBE_WTLN                         ,EN_WBE_WTLP                         
EN_LKRV_PWAC                         ,1.0,0.9999999999984013,0.892957884216762,-0.2637973825794397,-0.2637974536950509,-0.22399616408324105,0.9983012091428033,0.9726655476674048,-0.9828224922778955,0.7695652929523481,-0.9922249405363347,-0.7475288103933572,0.677420649564534,-0.16573624944866933,-0.09748201341943415,,-0.2356677645237998,0.021270581273832696,,,-0.9999999999999852,-1.0000000000000049,-1.0,0.9999999999999052,,-1.0,,
EN_LKRV_PWAN                         ,0.9999999999984013,1.0,0.8929575808738398,-0.2637966581057213,-0.2637967292213563,-0.22399542928709743,0.9983012797303847,0.9726658289955543,-0.9828227158681997,0.7695660665930257,-0.9922247897522468,-0.7475280056623173,0.6774197583712849,-0.1657350546788223,-0.09748133177366804,,-0.23566708355434793,0.021270873438156895,,,-0.9999999999999851,-1.000000000000005,-1.0,0.9999999999999053,,-1.0000000000000002,,
EN_LKRV_PWAP                         ,0.892957884216762,0.8929575808738398,1.0,-0.6485249818631111,-0.6485250400673486,-0.613675858897452,0.9977694479928143,0.9706549890288757,-0.9812169751784134,0.7641052877083115,-0.9932477712792656,-0.7531522168190671,0.6836536917282351,-0.17411938661723242,-0.4428954441778508,,-0.6200021639464592,-0.27674631403052175,,,-0.9999999999999851,-1.000000000000005,-1.0,0.9999999999999053,,-1.0,,
EN_LKRV_SWAC                         ,-0.2637973825794397,-0.2637966581057213,-0.6485249818631111,1.0,0.9999999999999918,0.9988388734629042,0.9798908196570636,0.9297969786332088,-0.946623077639975,0.6710131509611846,-0.9998415010867571,-0.8343318221080573,0.7750765225603867,-0.30419213490467245,0.8870025439229735,,0.9949584320795902,0.8001595751182093,,,0.9999999999999852,1.0000000000000053,1.0,-0.9999999999999054,,1.0000000000000002,,
EN_LKRV_SWAN                         ,-0.2637974536950509,-0.2637967292213563,-0.6485250400673486,0.9999999999999918,1.0,0.998838869998652,0.9798907683998276,0.929796884081157,-0.9466229948352791,0.6710129604956687,-0.999841496513231,-0.8343319637185775,0.7750766848769994,-0.30419237961513723,0.8870025324985252,,0.9949584326167188,0.8001595652959478,,,0.9999999999999852,1.0000000000000053,1.0,-0.9999999999999052,,1.0,,
EN_LKRV_SWAP                         ,-0.22399616408324105,-0.22399542928709743,-0.613675858897452,0.9988388734629042,0.998838869998652,1.0,0.980671776296526,0.9312444322091622,-0.9478896626706319,0.6739382875280584,-0.9999040569263163,-0.83214657873592,0.7725731716414822,-0.3004248040876435,0.8966727722828949,,0.9959277922784507,0.8207069477565523,,,0.9999999999999832,1.000000000000003,0.9999999999999979,-0.9999999999999031,,0.9999999999999979,,
EN_LKW_QLTRB  EXTREME                       ,0.9983012091428033,0.9983012797303847,0.9977694479928143,0.9798908196570636,0.9798907683998276,0.980671776296526,1.0,0.9845427111566524,-0.9919057036958924,0.8054635078038425,-0.9832879642776717,-0.7075582421910035,0.6334110831641555,-0.1079964646367155,0.9985608421616479,,0.9898947819691807,0.6027319688302972,,,,,,,,,,
EN_LKW_QLTRB  HIGH                       ,0.9726655476674048,0.9726658289955543,0.9706549890288757,0.9297969786332088,0.929796884081157,0.9312444322091622,0.9845427111566524,1.0,-0.9988128158652945,0.8968118945709632,-0.9362026743847677,-0.572854458865009,0.48809062010769516,0.06779314976404209,0.9925189169890878,,0.9497575130660599,0.45365979046929195,,,,,,,,,,
EN_LKW_QLTRB  LOW                       ,-0.9828224922778955,-0.9828227158681997,-0.9812169751784134,-0.946623077639975,-0.9466229948352791,-0.9478896626706319,-0.9919057036958924,-0.9988128158652945,1.0,-0.8741959839922985,0.9522119385677345,0.6121023526558551,-0.5300275523478628,-0.01911171049308858,-0.9972880337202014,,-0.963876504521988,-0.4965330410002606,,,,,,,,,,
EN_LKW_QLTRB  MEDIUM                       ,0.7695652929523481,0.7695660665930257,0.7641052877083115,0.6710131509611846,0.6710129604956687,0.6739382875280584,0.8054635078038425,0.8968118945709632,-0.8741959839922985,1.0,-0.6841072886316854,-0.15111650917581484,0.051591348493413305,0.5021919433003872,0.8360882635295346,,0.7132847514279004,0.012580955099768368,,,,,,,,,,
